ID_Word,ID_Aya,idRacine,englishWord,
128,2:11,865,to them,
129,2:11,866,(Do) not,
130,2:11,419,spread corruption,
131,2:11,439,in,
132,2:11,61,the earth,
133,2:11,1205,they say,
134,2:11,52,Only,
135,2:11,1056,we,
136,2:11,1337,"(are) reformers.""",
137,2:12,866,Beware,
138,2:12,51,indeed they,
139,2:12,516,themselves,
140,2:12,419,(are) the ones who spread corruption,
141,2:12,899,[and] but,
142,2:12,866,not,
143,2:12,1371,they realize (it).,
144,2:13,79,And when,
145,2:13,1205,it is said,
146,2:13,865,to them,
147,2:13,42,Believe,
148,2:13,757,as,
149,2:13,42,believed,
150,2:13,1120,the people,
151,2:13,1205,they say,
152,2:13,42,Should we believe,
153,2:13,757,as,
154,2:13,42,believed,
155,2:13,1448,"the fools?""",
156,2:13,866,Beware,
157,2:13,51,certainly they,
158,2:13,516,themselves,
159,2:13,1448,(are) the fools,
160,2:13,899,[and] but,
161,2:13,866,not,
162,2:13,126,they know.,
163,2:14,79,And when,
164,2:14,913,they meet,
165,2:14,29,those who,
166,2:14,42,believe[d],
167,2:14,1205,they say,
168,2:14,42,We believe[d].,
169,2:14,79,But when,
170,2:14,819,they are alone,
171,2:14,36,with,
172,2:14,1416,their evil ones,
173,2:14,1205,they say,
174,2:14,51,Indeed we,
175,2:14,937,(are) with you,
176,2:14,52,only,
177,2:14,1056,we,
178,2:14,547,"(are) mockers.""",
179,2:15,25,Allah,
180,2:15,547,mocks,
181,2:15,208,at them,
182,2:15,943,and prolongs them,
183,2:15,439,in,
184,2:15,1571,their transgression,
185,2:15,132,they wander blindly.,
186,2:16,87,Those,
187,2:16,29,(are) the ones who,
188,2:16,1412,bought,
189,2:16,311,[the] astraying,
190,2:16,507,for [the] guidance.,
191,2:16,933,So not,
192,2:16,1220,profited,
193,2:16,1547,their commerce,
194,2:16,933,and not,
195,2:16,785,were they,
196,2:16,507,guided-ones.,
197,2:17,1004,Their example,
198,2:17,1004,(is) like (the) example,
199,2:17,29,(of) the one who,
200,2:17,1692,kindled,
201,2:17,1117,a fire,
202,2:17,904,then, when
203,2:17,319,it illuminated,
204,2:17,933,what,
205,2:17,632,(was) around him,
206,2:17,1632,took away,
207,2:17,25,Allah,
208,2:17,1117,their light,
209,2:17,1556,and left them,
210,2:17,439,in,
211,2:17,1755,darkness[es],
212,2:17,866,(so) not,
213,2:17,272,(do) they see.,
214,2:18,1343,Deaf,
215,2:18,237,dumb,
216,2:18,138,blind,
217,2:18,516,so they,
218,2:18,866,not,
219,2:18,1250,[they] will not return.,
220,2:19,82,Or,
221,2:19,1357,like a rainstorm,
222,2:19,974,from,
223,2:19,1493,the sky,
224,2:19,439,in it (are),
225,2:19,1755,darkness[es],
226,2:19,1216,and thunder,
227,2:19,266,and lightning.,
228,2:19,655,They put,
229,2:19,1307,their fingers,
230,2:19,439,in,
231,2:19,80,their ears,
232,2:19,974,from,
233,2:19,1304,the thunderclaps,
234,2:19,629,(in) fear (of),
235,2:19,1010,[the] death.,
236,2:19,25,And Allah,
237,2:19,636,(is) [the One Who] encompasses,
238,2:19,742,the disbelievers.,
239,2:20,783,Almost,
240,2:20,266,the lightning,
241,2:20,848,snatches away,
242,2:20,272,their sight.,
243,2:20,753,Whenever,
244,2:20,319,it flashes,
245,2:20,865,for them,
246,2:20,992,they walk,
247,2:20,439,in it,
248,2:20,79,and when,
249,2:20,1755,it darkens,
250,2:20,130,on them,
251,2:20,1206,they stand (still).,
252,2:20,917,And if,
253,2:20,1424,had willed,
254,2:20,25,Allah,
255,2:20,1632,He would certainly have taken away,
256,2:20,1487,their hearing,
257,2:20,272,and their sight.,
258,2:20,51,Indeed,
259,2:20,25,Allah,
260,2:20,130,(is) on,
261,2:20,753,every,
262,2:20,1424,thing,
263,2:20,1144,All-Powerful.,
264,2:21,96,O,
265,2:21,1120,mankind!,
266,2:21,101,worship,
267,2:21,1219,your Lord,
268,2:21,29,the One Who,
269,2:21,816,created you,
270,2:21,29,and those,
271,2:21,974,from,
272,2:21,1134,before you,
273,2:21,870,so that you may,
274,2:21,1697,become righteous.,
275,2:22,29,The One Who,
276,2:22,655,made,
277,2:22,865,for you,
278,2:22,61,the earth,
279,2:22,410,a resting place,
280,2:22,1493,and the sky,
281,2:22,252,a canopy,
282,2:22,1128,and sent down,
283,2:22,974,from,
284,2:22,1493,the sky,
285,2:22,1005,water,
286,2:22,830,then brought forth,
287,2:22,208,therewith,
288,2:22,974,[of],
289,2:22,1615,the fruits,
290,2:22,1301,(as) provision,
291,2:22,865,for you.,
292,2:22,866,So (do) not,
293,2:22,655,set up,
294,2:22,25,to Allah,
295,2:22,1035,rivals,
296,2:22,56,while you,
297,2:22,126,[you] know.,
298,2:23,47,And if,
299,2:23,785,you are,
300,2:23,439,in,
301,2:23,1298,doubt,
302,2:23,973,about what,
303,2:23,1128,We have revealed,
304,2:23,130,to,
305,2:23,101,Our slave,
306,2:23,73,then produce,
307,2:23,1532,a chapter,
308,2:23,974,[of],
309,2:23,1004,like it,
310,2:23,327,and call,
311,2:23,1381,your witnesses,
312,2:23,974,from,
313,2:23,369,other than,
314,2:23,25,Allah,
315,2:23,47,if,
316,2:23,785,you are,
317,2:23,1317,truthful.,
318,2:24,47,But if,
319,2:24,900,not,
320,2:24,374,you do,
321,2:24,907,and never,
322,2:24,374,will you do,
323,2:24,1697,then fear,
324,2:24,1117,the Fire,
325,2:24,28,whose,
326,2:24,1692,[its] fuel,
327,2:24,1120,(is) [the] men,
328,2:24,570,and [the] stones,
329,2:24,110,prepared,
330,2:24,742,for the disbelievers.,
331,2:25,273,And give good news,
332,2:25,29,(to) those who,
333,2:25,42,believe,
334,2:25,133,and do,
335,2:25,1337,[the] righteous deeds,
336,2:25,51,that,
337,2:25,865,for them,
338,2:25,693,(will be) Gardens,
339,2:25,701,flow,
340,2:25,974,[from],
341,2:25,1546,under them,
342,2:25,1052,the rivers.,
343,2:25,753,Every time,
344,2:25,1301,they are provided,
345,2:25,974,therefrom,
346,2:25,974,of,
347,2:25,1615,fruit,
348,2:25,1301,(as) provision,
349,2:25,1205,they (will) say,
350,2:25,500,This (is),
351,2:25,29,the one which,
352,2:25,1301,we were provided,
353,2:25,974,from,
354,2:25,1134,"before.""",
355,2:25,73,And they will be given,
356,2:25,208,therefrom,
357,2:25,1372,(things) in resemblance;,
358,2:25,865,And for them,
359,2:25,439,therein,
360,2:25,1792,spouses,
361,2:25,1573,purified,
362,2:25,516,and they,
363,2:25,439,therein,
364,2:25,813,(will) abide forever.,
365,2:26,51,Indeed,
366,2:26,25,Allah,
367,2:26,866,(is) not,
368,2:26,648,ashamed,
369,2:26,47,to,
370,2:26,317,set forth,
371,2:26,1004,an example,
372,2:26,933,(like) even,
373,2:26,212,(of) a mosquito,
374,2:26,933,and (even) something,
375,2:26,435,above it.,
376,2:26,41,Then as for,
377,2:26,29,those who,
378,2:26,42,believed,
379,2:26,126,[thus] they will know,
380,2:26,51,that it,
381,2:26,595,(is) the truth,
382,2:26,974,from,
383,2:26,1219,their Lord.,
384,2:26,41,And as for,
385,2:26,29,those who,
386,2:26,742,disbelieved,
387,2:26,1205,[thus] they will say,
388,2:26,935,what,
389,2:26,1293,(did) intend,
390,2:26,25,Allah,
391,2:26,500,by this,
392,2:26,1004,example?,
393,2:26,311,He lets go astray,
394,2:26,208,by it,
395,2:26,780,many,
396,2:26,507,and He guides,
397,2:26,208,by it,
398,2:26,780,many.,
399,2:26,933,And not,
400,2:26,311,He lets go astray,
401,2:26,208,by it,
402,2:26,27,except,
403,2:26,421,the defiantly disobedient.,
404,2:27,29,Those who,
405,2:27,1081,break,
406,2:27,118,(the) Covenant,
407,2:27,25,(of) Allah,
408,2:27,974,from,
409,2:27,213,after,
410,2:27,1722,its ratification,
411,2:27,1196,and [they] cut,
412,2:27,933,what,
413,2:27,43,has ordered,
414,2:27,25,Allah,
415,2:27,208,it,
416,2:27,47,to,
417,2:27,1705,be joined,
418,2:27,419,and [they] spread corruption,
419,2:27,439,in,
420,2:27,61,the earth.,
421,2:27,87,Those,
422,2:27,516,they,
423,2:27,843,(are) the losers.,
424,2:28,790,How,
425,2:28,742,(can) you disbelieve,
426,2:28,25,in Allah?,
427,2:28,785,While you were,
428,2:28,1010,dead,
429,2:28,648,then He gave you life;,
430,2:28,1613,then,
431,2:28,1010,He will cause you to die,
432,2:28,1613,then,
433,2:28,648,He will give you life,
434,2:28,1613,then,
435,2:28,36,to Him,
436,2:28,1250,you will be returned.,
437,2:29,534,He,
438,2:29,29,(is) the One Who,
439,2:29,816,created,
440,2:29,865,for you,
441,2:29,933,what,
442,2:29,439,(is) in,
443,2:29,61,the earth,
444,2:29,683,all.,
445,2:29,1613,Moreover,
446,2:29,1534,He turned,
447,2:29,36,to,
448,2:29,1493,the heaven,
449,2:29,1534,and fashioned them,
450,2:29,1435,seven,
451,2:29,1493,heavens.,
452,2:29,534,And He,
453,2:29,753,of every,
454,2:29,1424,thing,
455,2:29,126,(is) All-Knowing.,
456,2:30,78,And when,
457,2:30,1205,said,
458,2:30,1219,your Lord,
459,2:30,968,to the angels,
460,2:30,51,Indeed I (am),
461,2:30,655,going to place,
462,2:30,439,in,
463,2:30,61,the earth,
464,2:30,814,a vicegerent,
465,2:30,1205,they said,
466,2:30,655,Will You place,
467,2:30,439,in it,
468,2:30,974,(one) who,
469,2:30,419,will spread corruption,
470,2:30,439,in it,
471,2:30,1450,and will shed,
472,2:30,352,[the] blood[s],
473,2:30,1056,while we,
474,2:30,1438,[we] glorify (You),
475,2:30,581,with Your praises,
476,2:30,1145,and we sanctify,
477,2:30,865,[to],
478,2:30,1205,He said,
479,2:30,51,Indeed,
480,2:30,126,[I] know,
481,2:30,933,what,
482,2:30,866,not,
483,2:30,126,"you know.""",
484,2:31,126,And He taught,
485,2:31,9,Adam,
486,2:31,1493,the names -,
487,2:31,753,all of them.,
488,2:31,1613,Then,
489,2:31,152,He displayed them,
490,2:31,130,to,
491,2:31,968,the angels,
492,2:31,1205,then He said,
493,2:31,1025,Inform,
494,2:31,1493,of (the) names,
495,2:31,87,(of) these,
496,2:31,47,if,
497,2:31,785,you are,
498,2:31,1317,"truthful.""",
499,2:32,1205,They said,
500,2:32,1438,Glory be to You!,
501,2:32,866,No,
502,2:32,126,knowledge,
503,2:32,865,(is) for us,
504,2:32,27,except,
505,2:32,933,what,
506,2:32,126,You have taught us.,
507,2:32,51,Indeed You!,
508,2:32,55,You,
509,2:32,126,(are) the All-Knowing,
510,2:32,572,the All-Wise.,
511,2:33,1205,He said,
512,2:33,9,O Adam!,
513,2:33,1025,Inform them,
514,2:33,1493,"of their names.""",
515,2:33,904,And when,
516,2:33,1025,he had informed them,
517,2:33,1493,of their names,
518,2:33,1205,He said,
519,2:33,900,Did not,
520,2:33,1205,I say,
521,2:33,865,to you,
522,2:33,51,Indeed, I
523,2:33,126,[I] know,
524,2:33,489,(the) unseen,
525,2:33,1493,(of) the heavens,
526,2:33,61,and the earth,
527,2:33,126,and I know,
528,2:33,933,what,
529,2:33,224,you reveal,
530,2:33,933,and what,
531,2:33,785,you [were],
532,2:33,778,"conceal.""",
533,2:34,78,And when,
534,2:34,1205,We said,
535,2:34,968,to the angels,
536,2:34,1464,Prostrate,
537,2:34,9,to Adam,
538,2:34,1464,[so] they prostrated,
539,2:34,27,except,
540,2:34,247,Iblees.,
541,2:34,7,He refused,
542,2:34,734,and was arrogant,
543,2:34,785,and became,
544,2:34,974,of,
545,2:34,742,the disbelievers.,
546,2:35,1205,And We said,
547,2:35,9,O Adam!,
548,2:35,1470,Dwell,
549,2:35,55,you,
550,2:35,1792,and your spouse,
551,2:35,693,(in) Paradise,
552,2:35,20,and [you both] eat,
553,2:35,974,from it,
554,2:35,1239,freely,
555,2:35,647,(from) wherever,
556,2:35,1424,you [both] wish.,
557,2:35,866,But do not,
558,2:35,1170,[you two] approach,
559,2:35,500,this,
560,2:35,1388,[the] tree,
561,2:35,785,lest you [both] be,
562,2:35,974,of,
563,2:35,1755,"the wrongdoers.""",
564,2:36,1776,Then made [both of] them slip,
565,2:36,1416,the Shaitaan,
566,2:36,139,from it,
567,2:36,830,and he got [both of] them out,
568,2:36,973,from what,
569,2:36,785,they [both] were,
570,2:36,439,in [it].,
571,2:36,1205,And We said,
572,2:36,501,Go down (all of you),
573,2:36,212,some of you,
574,2:36,212,to others,
575,2:36,114,(as) enemy;,
576,2:36,865,and for you,
577,2:36,439,in,
578,2:36,61,the earth,
579,2:36,1176,(is) a dwelling place,
580,2:36,999,and a provision,
581,2:36,36,for,
582,2:36,643,"a period.""",
583,2:37,913,Then received,
584,2:37,9,Adam,
585,2:37,974,from,
586,2:37,1219,his Lord,
587,2:37,754,words,
588,2:37,1558,So (his Lord) turned,
589,2:37,130,towards him.,
590,2:37,51,Indeed He!,
591,2:37,534,He,
592,2:37,1558,(is) the Oft-returning (to mercy),
593,2:37,1248,the Most Merciful.,
594,2:38,1205,We said,
595,2:38,501,Go down,
596,2:38,974,from it,
597,2:38,683,all (of you),
598,2:38,41,and when,
599,2:38,73,comes to you,
600,2:38,974,from Me,
601,2:38,507,Guidance,
602,2:38,974,then whoever,
603,2:38,1542,follows,
604,2:38,507,My Guidance,
605,2:38,866,[then] no,
606,2:38,853,fear,
607,2:38,130,(will be) on them,
608,2:38,866,and not,
609,2:38,516,they,
610,2:38,653,will grieve.,
611,2:39,29,And those,
612,2:39,742,who disbelieve[d],
613,2:39,781,and deny,
614,2:39,90,Our Signs,
615,2:39,87,those,
616,2:39,1330,(are the) companions,
617,2:39,1117,(of) the Fire;,
618,2:39,516,they,
619,2:39,439,in it,
620,2:39,813,"(will) abide forever.""",
621,2:40,254,O Children,
622,2:40,70,(of) Israel!,
623,2:40,1634,Remember,
624,2:40,1022,My Favor,
625,2:40,28,which,
626,2:40,1022,I bestowed,
627,2:40,130,upon you,
628,2:40,1668,and fulfill,
629,2:40,118,My Covenant,
630,2:40,1668,I will fulfill,
631,2:40,118,your covenant,
632,2:40,96,and Me Alone,
633,2:40,1241,fear [Me].,
634,2:41,42,And believe,
635,2:41,251,in what,
636,2:41,1128,I have sent down,
637,2:41,1317,confirming,
638,2:41,901,that which,
639,2:41,937,(is) with you,
640,2:41,866,and (do) not,
641,2:41,785,be,
642,2:41,86,(the) first,
643,2:41,742,disbeliever,
644,2:41,208,of it.,
645,2:41,866,And (do) not,
646,2:41,1412,exchange,
647,2:41,90,My Signs (for),
648,2:41,1614,a price,
649,2:41,1154,small,
650,2:41,96,and Me Alone,
651,2:41,1697,fear [Me].,
652,2:42,866,And (do) not,
653,2:42,875,mix,
654,2:42,595,the Truth,
655,2:42,284,with [the] falsehood,
656,2:42,778,and conceal,
657,2:42,595,the Truth,
658,2:42,56,while you,
659,2:42,126,[you] know.,
660,2:43,1206,And establish,
661,2:43,1339,the prayer,
662,2:43,73,and give,
663,2:43,1773,zakah,
664,2:43,1258,and bow down,
665,2:43,937,with,
666,2:43,1258,those who bow down.,
667,2:44,43,Do you order,
668,2:44,1120,[the] people,
669,2:44,267,[the] righteousness,
670,2:44,1104,and you forget,
671,2:44,1046,yourselves,
672,2:44,56,while you,
673,2:44,1550,[you] recite,
674,2:44,777,the Book?,
675,2:44,866,Then, will not
676,2:44,148,you use reason?,
677,2:45,190,And seek help,
678,2:45,1311,through patience,
679,2:45,1339,and the prayer;,
680,2:45,51,and indeed, it
681,2:45,734,(is) surely difficult,
682,2:45,27,except,
683,2:45,130,on,
684,2:45,838,the humble ones,
685,2:46,29,Those who,
686,2:46,1757,believe,
687,2:46,51,that they,
688,2:46,913,will meet,
689,2:46,1219,their Lord,
690,2:46,51,and that they,
691,2:46,36,to Him,
692,2:46,1250,will return.,
693,2:47,254,O Children,
694,2:47,70,(of) Israel!,
695,2:47,1634,Remember,
696,2:47,1022,My Favor,
697,2:47,28,which,
698,2:47,1022,I bestowed,
699,2:47,130,upon you,
700,2:47,51,and that I,
701,2:47,377,[I] preferred you,
702,2:47,130,over,
703,2:47,126,the worlds.,
704,2:48,1697,And fear,
705,2:48,1750,a day,
706,2:48,866,(will) not,
707,2:48,725,avail,
708,2:48,1046,any soul,
709,2:48,139,for,
710,2:48,1046,(another) soul,
711,2:48,1424,anything,
712,2:48,866,and not,
713,2:48,1134,will be accepted,
714,2:48,974,from it,
715,2:48,1374,any intercession,
716,2:48,866,and not,
717,2:48,22,will be taken,
718,2:48,974,from it,
719,2:48,111,a compensation,
720,2:48,866,and not,
721,2:48,516,they,
722,2:48,1089,will be helped.,
723,2:49,78,And when,
724,2:49,1064,We saved you,
725,2:49,974,from,
726,2:49,86,(the) people,
727,2:49,400,(of) Firaun,
728,2:49,1530,(who were) afflicting you (with),
729,2:49,1523,horrible,
730,2:49,184,torment,
731,2:49,1630,slaughtering,
732,2:49,254,your sons,
733,2:49,648,and letting live,
734,2:49,1103,your women.,
735,2:49,439,And in,
736,2:49,1637,that,
737,2:49,248,(was) a trial,
738,2:49,974,from,
739,2:49,1219,your Lord,
740,2:49,201,great.,
741,2:50,78,And when,
742,2:50,408,We parted,
743,2:50,208,for you,
744,2:50,233,the sea,
745,2:50,1064,then We saved you,
746,2:50,472,and We drowned,
747,2:50,86,(the) people,
748,2:50,400,(of) Firaun,
749,2:50,56,while you,
750,2:50,1124,(were) looking.,
751,2:51,78,And when,
752,2:51,1652,We appointed,
753,2:51,1009,(for) Musa,
754,2:51,1218,forty,
755,2:51,926,nights.,
756,2:51,1613,Then,
757,2:51,22,you took,
758,2:51,122,the calf,
759,2:51,974,from,
760,2:51,213,after him,
761,2:51,56,and you,
762,2:51,1755,(were) wrongdoers.,
763,2:52,1613,Then,
764,2:52,117,We,
765,2:52,139,you,
766,2:52,974,from,
767,2:52,213,after,
768,2:52,1637,that,
769,2:52,870,so that you may,
770,2:52,1391,(be) grateful.,
771,2:53,78,And when,
772,2:53,73,We,
773,2:53,1009,Musa,
774,2:53,777,the Book,
775,2:53,408,and the Criterion,
776,2:53,870,perhaps you,
777,2:53,507,(would be) guided.,
778,2:54,78,And when,
779,2:54,1205,said,
780,2:54,1009,Musa,
781,2:54,1206,to his people,
782,2:54,1206,O my people!,
783,2:54,51,Indeed, you
784,2:54,1755,[you] have wronged,
785,2:54,1046,yourselves,
786,2:54,22,by your taking,
787,2:54,122,the calf.,
788,2:54,1558,So turn in repentance,
789,2:54,36,to,
790,2:54,259,your Creator,
791,2:54,1193,and kill,
792,2:54,1046,yourselves.,
793,2:54,1637,That,
794,2:54,861,(is) better,
795,2:54,865,for you,
796,2:54,141,with,
797,2:54,259,"your Creator.""",
798,2:54,1558,Then He turned,
799,2:54,130,towards you.,
800,2:54,51,Indeed He!,
801,2:54,534,He,
802,2:54,1558,(is) the-returning,
803,2:54,1248,the Most Merciful.,
804,2:55,78,And when,
805,2:55,1205,you said,
806,2:55,1009,O Musa!,
807,2:55,907,Never,
808,2:55,42,(will) we believe,
809,2:55,865,in you,
810,2:55,624,until,
811,2:55,1214,we see,
812,2:55,25,Allah,
813,2:55,673,"manifestly.""",
814,2:55,22,So seized you,
815,2:55,1304,the thunderbolt,
816,2:55,56,while you,
817,2:55,1124,(were) looking.,
818,2:56,1613,Then,
819,2:56,216,We revived you,
820,2:56,974,from,
821,2:56,213,after,
822,2:56,1010,your death,
823,2:56,870,so that you may,
824,2:56,1391,(be) grateful.,
825,2:57,1754,And We shaded,
826,2:57,130,[over] you,
827,2:57,464,(with) [the] clouds,
828,2:57,1128,and We sent down,
829,2:57,130,to you,
830,2:57,977,[the],
831,2:57,1486,and [the] quails,
832,2:57,20,Eat,
833,2:57,974,from,
834,2:57,1600,(the) good things,
835,2:57,933,that,
836,2:57,1301,"We have provided you.""",
837,2:57,933,And not,
838,2:57,1755,they wronged Us,
839,2:57,899,but,
840,2:57,785,they were,
841,2:57,1046,(to) themselves,
842,2:57,1755,doing wrong.,
843,2:58,78,And when,
844,2:58,1205,We said,
845,2:58,342,Enter,
846,2:58,500,this,
847,2:58,1179,town,
848,2:58,20,then eat,
849,2:58,974,from,
850,2:58,647,wherever,
851,2:58,1424,you wish[ed],
852,2:58,1239,abundantly,
853,2:58,342,and enter,
854,2:58,291,the gate,
855,2:58,1464,prostrating.,
856,2:58,1205,And say,
857,2:58,627,Repentance,
858,2:58,454,We will forgive,
859,2:58,865,for you,
860,2:58,846,your sins.,
861,2:58,1795,And We will increase,
862,2:58,620,"the good-doers (in reward).""",
863,2:59,221,But changed,
864,2:59,29,those who,
865,2:59,1755,wronged,
866,2:59,1205,(the) word,
867,2:59,491,other (than),
868,2:59,29,(that) which,
869,2:59,1205,was said,
870,2:59,865,to them;,
871,2:59,1128,so We sent down,
872,2:59,130,upon,
873,2:59,29,those who,
874,2:59,1755,wronged,
875,2:59,1257,a punishment,
876,2:59,974,from,
877,2:59,1493,the sky,
878,2:59,251,because,
879,2:59,785,they were,
880,2:59,421,defiantly disobeying.,
881,2:60,78,And when,
882,2:60,1505,asked (for) water,
883,2:60,1009,Musa,
884,2:60,1206,for his people,
885,2:60,1205,[so] We said,
886,2:60,317,Strike,
887,2:60,165,with your staff,
888,2:60,570,"the stone.""",
889,2:60,383,Then gushed forth,
890,2:60,974,from it,
891,2:60,1616,(of),
892,2:60,167,twelve,
893,2:60,196,springs.,
894,2:60,1140,Indeed,
895,2:60,126,knew,
896,2:60,753,all,
897,2:60,54,(the) people,
898,2:60,1404,their drinking,
899,2:60,20,Eat,
900,2:60,1404,and drink,
901,2:60,974,from,
902,2:60,1301,(the) provision (of),
903,2:60,25,Allah,
904,2:60,866,and (do) not,
905,2:60,183,act wickedly,
906,2:60,439,in,
907,2:60,61,the earth,
908,2:60,419,"spreading corruption.""",
909,2:61,78,And when,
910,2:61,1205,you said,
911,2:61,1009,O Musa!,
912,2:61,907,Never (will),
913,2:61,1311,we endure,
914,2:61,130,[on],
915,2:61,1563,food,
916,2:61,1673,(of) one (kind),
917,2:61,327,so pray,
918,2:61,865,for us,
919,2:61,1219,(to) your Lord,
920,2:61,830,to bring forth,
921,2:61,865,for us,
922,2:61,973,out of what,
923,2:61,1027,grows,
924,2:61,61,the earth,
925,2:61,974,of,
926,2:61,256,its herbs,
927,2:61,1201,[and] its cucumbers,
928,2:61,434,[and] its garlic,
929,2:61,113,[and] its lentils,
930,2:61,271,"and its onions.""",
931,2:61,1205,He said,
932,2:61,221,Would you exchange,
933,2:61,29,that which,
934,2:61,534,[it],
935,2:61,354,(is) inferior,
936,2:61,29,for that which,
937,2:61,534,[it],
938,2:61,861,(is) better?,
939,2:61,501,Go down,
940,2:61,990,(to) a city,
941,2:61,51,so indeed,
942,2:61,865,for you,
943,2:61,933,(is) what,
944,2:61,1429,"you have asked (for).""",
945,2:61,317,And were struck,
946,2:61,130,on them,
947,2:61,1638,the humiliation,
948,2:61,1470,and the misery,
949,2:61,290,and they drew on themselves,
950,2:61,448,wrath,
951,2:61,974,of,
952,2:61,25,Allah,
953,2:61,1637,That (was),
954,2:61,51,because they,
955,2:61,785,used to,
956,2:61,742,disbelieve,
957,2:61,90,in (the) Signs,
958,2:61,25,(of) Allah,
959,2:61,1193,and kill,
960,2:61,1025,the Prophets,
961,2:61,491,without (any),
962,2:61,595,[the] right.,
963,2:61,1637,That,
964,2:61,251,(was) because,
965,2:61,166,they disobeyed,
966,2:61,785,and they were,
967,2:61,114,transgressing.,
968,2:62,51,Indeed,
969,2:62,29,those who,
970,2:62,42,believed,
971,2:62,29,and those who,
972,2:62,535,became Jews,
973,2:62,1089,and the Christians,
974,2:62,1306,and the Sabians -,
975,2:62,974,who,
976,2:62,42,believed,
977,2:62,25,in Allah,
978,2:62,1750,and the Day,
979,2:62,21,[the] Last,
980,2:62,133,and did,
981,2:62,1337,righteous deeds,
982,2:62,865,so for them,
983,2:62,19,(is) their,
984,2:62,141,with,
985,2:62,1219,their Lord,
986,2:62,866,and no,
987,2:62,853,fear,
988,2:62,130,on them,
989,2:62,866,and not,
990,2:62,516,they,
991,2:62,653,will grieve.,
992,2:63,78,And when,
993,2:63,22,We took,
994,2:63,1722,your covenant,
