ID_Word,ID_Aya,idRacine,englishWord
131,02:11,439,in
132,02:11,61,"the earth"""
133,02:11,1205,they say
134,02:11,52,"""Only"
135,02:11,1056,we
136,02:11,1337,"(are) reformers."""
137,02:12,866,Beware
138,02:12,51,indeed they
139,02:12,516,themselves
140,02:12,419,(are) the ones who spread corruption
141,02:12,899,[and] but
142,02:12,866,not
143,02:12,1371,they realize (it).
144,02:13,79,And when
145,02:13,1205,it is said
146,02:13,865,to them
147,02:13,42,"""Believe"
148,02:13,757,as
149,02:13,42,believed
150,02:13,1120,"the people"""
151,02:13,1205,they say
152,02:13,42,"""Should we believe"
153,02:13,757,as
154,02:13,42,believed
155,02:13,1448,"the fools?"""
156,02:13,866,Beware
157,02:13,51,certainly they
158,02:13,516,themselves
159,02:13,1448,(are) the fools
160,02:13,899,[and] but
161,02:13,866,not
162,02:13,126,they know.
163,02:14,79,And when
164,02:14,913,they meet
165,02:14,29,those who
166,02:14,42,believe[d]
167,02:14,1205,they say
168,02:14,42,"""We believe[d]."""
169,02:14,79,But when
170,02:14,819,they are alone
171,02:14,36,with
172,02:14,1416,their evil ones
173,02:14,1205,they say
174,02:14,51,"""Indeed we"
175,02:14,937,(are) with you
176,02:14,52,only
177,02:14,1056,we
178,02:14,547,"(are) mockers."""
179,02:15,25,Allah
180,02:15,547,mocks
181,02:15,208,at them
182,02:15,943,and prolongs them
183,02:15,439,in
184,02:15,1571,their transgression
185,02:15,132,they wander blindly.
186,02:16,87,Those
187,02:16,29,(are) the ones who
188,02:16,1412,bought
189,02:16,311,[the] astraying
190,02:16,507,for [the] guidance.
191,02:16,933,So not
192,02:16,1220,profited
193,02:16,1547,their commerce
194,02:16,933,and not
195,02:16,785,were they
196,02:16,507,guided-ones.
197,02:17,1004,Their example
198,02:17,1004,(is) like (the) example
199,02:17,29,(of) the one who
200,02:17,1692,kindled
201,02:17,1117,a fire
202,02:17,904,then when
203,02:17,319,it illuminated
204,02:17,933,what
205,02:17,632,(was) around him
206,02:17,1632,took away
207,02:17,25,Allah
208,02:17,1117,their light
209,02:17,1556,and left them
210,02:17,439,in
211,02:17,1755,darkness[es]
212,02:17,866,(so) not
213,02:17,272,(do) they see.
214,02:18,1343,Deaf
215,02:18,237,dumb
216,02:18,138,blind
217,02:18,516,so they
218,02:18,866,not
219,02:18,1250,[they] will not return.
220,02:19,82,Or
221,02:19,1357,like a rainstorm
222,02:19,974,from
223,02:19,1493,the sky
224,02:19,439,in it (are)
225,02:19,1755,darkness[es]
226,02:19,1216,and thunder
227,02:19,266,and lightning.
228,02:19,655,They put
229,02:19,1307,their fingers
230,02:19,439,in
231,02:19,80,their ears
232,02:19,974,from
233,02:19,1304,the thunderclaps
234,02:19,629,(in) fear (of)
235,02:19,1010,[the] death.
236,02:19,25,And Allah
237,02:19,636,(is) [the One Who] encompasses
238,02:19,742,the disbelievers.
239,02:20,783,Almost
240,02:20,266,the lightning
241,02:20,848,snatches away
242,02:20,272,their sight.
243,02:20,753,Whenever
244,02:20,319,it flashes
245,02:20,865,for them
246,02:20,992,they walk
247,02:20,439,in it
248,02:20,79,and when
249,02:20,1755,it darkens
250,02:20,130,on them
251,02:20,1206,they stand (still).
252,02:20,917,And if
253,02:20,1424,had willed
254,02:20,25,Allah
255,02:20,1632,He would certainly have taken away
256,02:20,1487,their hearing
257,02:20,272,and their sight.
258,02:20,51,Indeed
259,02:20,25,Allah
260,02:20,130,(is) on
261,02:20,753,every
262,02:20,1424,thing
263,02:20,1144,All-Powerful.
264,02:21,96,O
265,02:21,1120,mankind!
266,02:21,101,worship
267,02:21,1219,your Lord
268,02:21,29,the One Who
269,02:21,816,created you
270,02:21,29,and those
271,02:21,974,from
272,02:21,1134,before you
273,02:21,870,so that you may
274,02:21,1697,become righteous.
275,02:22,29,The One Who
276,02:22,655,made
277,02:22,865,for you
278,02:22,61,the earth
279,02:22,410,a resting place
280,02:22,1493,and the sky
281,02:22,252,a canopy
282,02:22,1128,and sent down
283,02:22,974,from
284,02:22,1493,the sky
285,02:22,1005,water
286,02:22,830,then brought forth
287,02:22,208,therewith
288,02:22,974,[of]
289,02:22,1615,the fruits
290,02:22,1301,(as) provision
291,02:22,865,for you.
292,02:22,866,So (do) not
293,02:22,655,set up
294,02:22,25,to Allah
295,02:22,1035,rivals
296,02:22,56,while you
297,02:22,126,[you] know.
298,02:23,47,And if
299,02:23,785,you are
300,02:23,439,in
301,02:23,1298,doubt
302,02:23,973,about what
303,02:23,1128,We have revealed
304,02:23,130,to
305,02:23,101,Our slave
306,02:23,73,then produce
307,02:23,1532,a chapter
308,02:23,974,[of]
309,02:23,1004,like it
310,02:23,327,and call
311,02:23,1381,your witnesses
312,02:23,974,from
313,02:23,369,other than
314,02:23,25,Allah
315,02:23,47,if
316,02:23,785,you are
317,02:23,1317,truthful.
318,02:24,47,But if
319,02:24,900,not
320,02:24,374,you do
321,02:24,907,and never
322,02:24,374,will you do
323,02:24,1697,then fear
324,02:24,1117,the Fire
325,02:24,28,whose
326,02:24,1692,[its] fuel
327,02:24,1120,(is) [the] men
328,02:24,570,and [the] stones
329,02:24,110,prepared
330,02:24,742,for the disbelievers.
331,02:25,273,And give good news
332,02:25,29,(to) those who
333,02:25,42,believe
334,02:25,133,and do
335,02:25,1337,[the] righteous deeds
336,02:25,51,that
337,02:25,865,for them
338,02:25,693,(will be) Gardens
339,02:25,701,flow
340,02:25,974,[from]
341,02:25,1546,under them
342,02:25,1052,the rivers.
343,02:25,753,Every time
344,02:25,1301,they are provided
345,02:25,974,therefrom
346,02:25,974,of
347,02:25,1615,fruit
348,02:25,1301,(as) provision
349,02:25,1205,they (will) say
350,02:25,500,"""This (is)"
351,02:25,29,the one which
352,02:25,1301,we were provided
353,02:25,974,from
354,02:25,1134,"before."""
355,02:25,73,And they will be given
356,02:25,208,therefrom
357,02:25,1372,(things) in resemblance;
358,02:25,865,And for them
359,02:25,439,therein
360,02:25,1792,spouses
361,02:25,1573,purified
362,02:25,516,and they
363,02:25,439,therein
364,02:25,813,(will) abide forever.
365,02:26,51,Indeed
366,02:26,25,Allah
367,02:26,866,(is) not
368,02:26,648,ashamed
369,02:26,47,to
370,02:26,317,set forth
371,02:26,1004,an example
372,02:26,933,(like) even
373,02:26,212,(of) a mosquito
374,02:26,933,and (even) something
375,02:26,435,above it.
376,02:26,41,Then as for
377,02:26,29,those who
378,02:26,42,believed
379,02:26,126,[thus] they will know
380,02:26,51,that it
381,02:26,595,(is) the truth
382,02:26,974,from
383,02:26,1219,their Lord.
384,02:26,41,And as for
385,02:26,29,those who
386,02:26,742,disbelieved
387,02:26,1205,[thus] they will say
388,02:26,935,what
389,02:26,1293,(did) intend
390,02:26,25,Allah
391,02:26,500,by this
392,02:26,1004,example?
393,02:26,311,He lets go astray
394,02:26,208,by it
395,02:26,780,many
396,02:26,507,and He guides
397,02:26,208,by it
398,02:26,780,many.
399,02:26,933,And not
400,02:26,311,He lets go astray
401,02:26,208,by it
402,02:26,27,except
403,02:26,421,the defiantly disobedient.
404,02:27,29,Those who
405,02:27,1081,break
406,02:27,118,(the) Covenant
407,02:27,25,(of) Allah
408,02:27,974,from
409,02:27,213,after
410,02:27,1722,its ratification
411,02:27,1196,and [they] cut
412,02:27,933,what
413,02:27,43,has ordered
414,02:27,25,Allah
415,02:27,208,it
416,02:27,47,to
417,02:27,1705,be joined
418,02:27,419,and [they] spread corruption
419,02:27,439,in
420,02:27,61,the earth.
421,02:27,87,Those
422,02:27,516,they
423,02:27,843,(are) the losers.
424,02:28,790,How
425,02:28,742,(can) you disbelieve
426,02:28,25,in Allah?
427,02:28,785,While you were
428,02:28,1010,dead
429,02:28,648,then He gave you life;
430,02:28,1613,then
431,02:28,1010,He will cause you to die
432,02:28,1613,then
433,02:28,648,He will give you life
434,02:28,1613,then
435,02:28,36,to Him
436,02:28,1250,you will be returned.
437,02:29,534,He
438,02:29,29,(is) the One Who
439,02:29,816,created
440,02:29,865,for you
441,02:29,933,what
442,02:29,439,(is) in
443,02:29,61,the earth
444,02:29,683,all.
445,02:29,1613,Moreover
446,02:29,1534,He turned
447,02:29,36,to
448,02:29,1493,the heaven
449,02:29,1534,and fashioned them
450,02:29,1435,seven
451,02:29,1493,heavens.
452,02:29,534,And He
453,02:29,753,of every
454,02:29,1424,thing
455,02:29,126,(is) All-Knowing.
456,02:30,78,And when
457,02:30,1205,said
458,02:30,1219,your Lord
459,02:30,968,to the angels
460,02:30,51,"""Indeed I (am)"
461,02:30,655,going to place
462,02:30,439,in
463,02:30,61,the earth
464,02:30,814,a vicegerent
465,02:30,1205,they said
466,02:30,655,"""Will You place"
467,02:30,439,in it
468,02:30,974,(one) who
469,02:30,419,will spread corruption
470,02:30,439,in it
471,02:30,1450,and will shed
472,02:30,352,[the] blood[s]
473,02:30,1056,while we
474,02:30,1438,[we] glorify (You)
475,02:30,581,with Your praises
476,02:30,1145,and we sanctify
477,02:30,865,[to]
478,02:30,1205,He said
479,02:30,51,"""Indeed"
480,02:30,126,[I] know
481,02:30,933,what
482,02:30,866,not
483,02:30,126,"you know."""
484,02:31,126,And He taught
485,02:31,9,Adam
486,02:31,1493,the names -
487,02:31,753,all of them.
488,02:31,1613,Then
489,02:31,152,He displayed them
490,02:31,130,to
491,02:31,968,the angels
492,02:31,1205,then He said
493,02:31,1025,"""Inform"
494,02:31,1493,of (the) names
495,02:31,87,(of) these
496,02:31,47,if
497,02:31,785,you are
498,02:31,1317,"truthful."""
499,02:32,1205,They said
500,02:32,1438,"""Glory be to You!"
501,02:32,866,No
502,02:32,126,knowledge
503,02:32,865,(is) for us
504,02:32,27,except
505,02:32,933,what
506,02:32,126,You have taught us.
507,02:32,51,Indeed You!
508,02:32,55,You
509,02:32,126,(are) the All-Knowing
510,02:32,572,the All-Wise.
511,02:33,1205,He said
512,02:33,9,"""O Adam!"
513,02:33,1025,Inform them
514,02:33,1493,"of their names."""
515,02:33,904,And when
516,02:33,1025,he had informed them
517,02:33,1493,of their names
518,02:33,1205,He said
519,02:33,900,"""Did not"
520,02:33,1205,I say
521,02:33,865,to you
522,02:33,51,Indeed I
523,02:33,126,[I] know
524,02:33,489,(the) unseen
525,02:33,1493,(of) the heavens
526,02:33,61,and the earth
527,02:33,126,and I know
528,02:33,933,what
529,02:33,224,you reveal
530,02:33,933,and what
531,02:33,785,you [were]
532,02:33,778,"conceal."""
533,02:34,78,And when
534,02:34,1205,We said
535,02:34,968,to the angels
536,02:34,1464,"""Prostrate"
537,02:34,9,"to Adam"""
538,02:34,1464,[so] they prostrated
539,02:34,27,except
540,02:34,247,Iblees.
541,02:34,7,He refused
542,02:34,734,and was arrogant
543,02:34,785,and became
544,02:34,974,of
545,02:34,742,the disbelievers.
546,02:35,1205,And We said
547,02:35,9,"""O Adam!"
548,02:35,1470,Dwell
549,02:35,55,you
550,02:35,1792,and your spouse
551,02:35,693,(in) Paradise
552,02:35,20,and [you both] eat
553,02:35,974,from it
554,02:35,1239,freely
555,02:35,647,(from) wherever
556,02:35,1424,you [both] wish.
557,02:35,866,But do not
558,02:35,1170,[you two] approach
559,02:35,500,this
560,02:35,1388,[the] tree
561,02:35,785,lest you [both] be
562,02:35,974,of
563,02:35,1755,"the wrongdoers."""
564,02:36,1776,Then made [both of] them slip
565,02:36,1416,the Shaitaan
566,02:36,139,from it
567,02:36,830,and he got [both of] them out
568,02:36,973,from what
569,02:36,785,they [both] were
570,02:36,439,in [it].
571,02:36,1205,And We said
572,02:36,501,"""Go down (all of you)"
573,02:36,212,some of you
574,02:36,212,to others
575,02:36,114,(as) enemy;
576,02:36,865,and for you
577,02:36,439,in
578,02:36,61,the earth
579,02:36,1176,(is) a dwelling place
580,02:36,999,and a provision
581,02:36,36,for
582,02:36,643,"a period."""
583,02:37,913,Then received
584,02:37,9,Adam
585,02:37,974,from
586,02:37,1219,his Lord
587,02:37,754,words
588,02:37,1558,So (his Lord) turned
589,02:37,130,towards him.
590,02:37,51,Indeed He!
591,02:37,534,He
592,02:37,1558,(is) the Oft-returning (to mercy)
593,02:37,1248,the Most Merciful.
594,02:38,1205,We said
595,02:38,501,"""Go down"
596,02:38,974,from it
597,02:38,683,all (of you)
598,02:38,41,and when
599,02:38,73,comes to you
600,02:38,974,from Me
601,02:38,507,Guidance
602,02:38,974,then whoever
603,02:38,1542,follows
604,02:38,507,My Guidance
605,02:38,866,[then] no
606,02:38,853,fear
607,02:38,130,(will be) on them
608,02:38,866,and not
609,02:38,516,they
610,02:38,653,will grieve.
611,02:39,29,And those
612,02:39,742,who disbelieve[d]
613,02:39,781,and deny
614,02:39,90,Our Signs
615,02:39,87,those
616,02:39,1330,(are the) companions
617,02:39,1117,(of) the Fire;
618,02:39,516,they
619,02:39,439,in it
620,02:39,813,"(will) abide forever."""
621,02:40,254,O Children
622,02:40,70,(of) Israel!
623,02:40,1634,Remember
624,02:40,1022,My Favor
625,02:40,28,which
626,02:40,1022,I bestowed
627,02:40,130,upon you
628,02:40,1668,and fulfill
629,02:40,118,My Covenant
630,02:40,1668,I will fulfill
631,02:40,118,your covenant
632,02:40,96,and Me Alone
633,02:40,1241,fear [Me].
634,02:41,42,And believe
635,02:41,251,in what
636,02:41,1128,I have sent down
637,02:41,1317,confirming
638,02:41,901,that which
639,02:41,937,(is) with you
640,02:41,866,and (do) not
641,02:41,785,be
642,02:41,86,(the) first
643,02:41,742,disbeliever
644,02:41,208,of it.
645,02:41,866,And (do) not
646,02:41,1412,exchange
647,02:41,90,My Signs (for)
648,02:41,1614,a price
649,02:41,1154,small
650,02:41,96,and Me Alone
651,02:41,1697,fear [Me].
652,02:42,866,And (do) not
653,02:42,875,mix
654,02:42,595,the Truth
655,02:42,284,with [the] falsehood
656,02:42,778,and conceal
657,02:42,595,the Truth
658,02:42,56,while you
659,02:42,126,[you] know.
660,02:43,1206,And establish
661,02:43,1339,the prayer
662,02:43,73,and give
663,02:43,1773,zakah
664,02:43,1258,and bow down
665,02:43,937,with
666,02:43,1258,those who bow down.
667,02:44,43,Do you order
668,02:44,1120,[the] people
669,02:44,267,[the] righteousness
670,02:44,1104,and you forget
671,02:44,1046,yourselves
672,02:44,56,while you
673,02:44,1550,[you] recite
674,02:44,777,the Book?
675,02:44,866,Then will not
676,02:44,148,you use reason?
677,02:45,190,And seek help
678,02:45,1311,through patience
679,02:45,1339,and the prayer;
680,02:45,51,and indeed it
681,02:45,734,(is) surely difficult
682,02:45,27,except
683,02:45,130,on
684,02:45,838,the humble ones
685,02:46,29,Those who
686,02:46,1757,believe
687,02:46,51,that they
688,02:46,913,will meet
689,02:46,1219,their Lord
690,02:46,51,and that they
691,02:46,36,to Him
692,02:46,1250,will return.
693,02:47,254,O Children
694,02:47,70,(of) Israel!
695,02:47,1634,Remember
696,02:47,1022,My Favor
697,02:47,28,which
698,02:47,1022,I bestowed
699,02:47,130,upon you
700,02:47,51,and that I
701,02:47,377,[I] preferred you
702,02:47,130,over
703,02:47,126,the worlds.
704,02:48,1697,And fear
705,02:48,1750,a day
706,02:48,866,(will) not
707,02:48,725,avail
708,02:48,1046,any soul
709,02:48,139,for
710,02:48,1046,(another) soul
711,02:48,1424,anything
712,02:48,866,and not
713,02:48,1134,will be accepted
714,02:48,974,from it
715,02:48,1374,any intercession
716,02:48,866,and not
717,02:48,22,will be taken
718,02:48,974,from it
719,02:48,111,a compensation
720,02:48,866,and not
721,02:48,516,they
722,02:48,1089,will be helped.
723,02:49,78,And when
724,02:49,1064,We saved you
725,02:49,974,from
726,02:49,86,(the) people
727,02:49,400,(of) Firaun
728,02:49,1530,(who were) afflicting you (with)
729,02:49,1523,horrible
730,02:49,184,torment
731,02:49,1630,slaughtering
732,02:49,254,your sons
733,02:49,648,and letting live
734,02:49,1103,your women.
735,02:49,439,And in
736,02:49,1637,that
737,02:49,248,(was) a trial
738,02:49,974,from
739,02:49,1219,your Lord
740,02:49,201,great.
741,02:50,78,And when
742,02:50,408,We parted
743,02:50,208,for you
744,02:50,233,the sea
745,02:50,1064,then We saved you
746,02:50,472,and We drowned
747,02:50,86,(the) people
748,02:50,400,(of) Firaun
749,02:50,56,while you
750,02:50,1124,(were) looking.
751,02:51,78,And when
752,02:51,1652,We appointed
753,02:51,1009,(for) Musa
754,02:51,1218,forty
755,02:51,926,nights.
756,02:51,1613,Then
757,02:51,22,you took
758,02:51,122,the calf
759,02:51,974,from
760,02:51,213,after him
761,02:51,56,and you
762,02:51,1755,(were) wrongdoers.
763,02:52,1613,Then
764,02:52,117,We
765,02:52,139,you
766,02:52,974,from
767,02:52,213,after
768,02:52,1637,that
769,02:52,870,so that you may
770,02:52,1391,(be) grateful.
771,02:53,78,And when
772,02:53,73,We
773,02:53,1009,Musa
774,02:53,777,the Book
775,02:53,408,and the Criterion
776,02:53,870,perhaps you
777,02:53,507,(would be) guided.
778,02:54,78,And when
779,02:54,1205,said
780,02:54,1009,Musa
781,02:54,1206,to his people
782,02:54,1206,"""O my people!"
783,02:54,51,Indeed you
784,02:54,1755,[you] have wronged
785,02:54,1046,yourselves
786,02:54,22,by your taking
787,02:54,122,the calf.
788,02:54,1558,So turn in repentance
789,02:54,36,to
790,02:54,259,your Creator
791,02:54,1193,and kill
792,02:54,1046,yourselves.
793,02:54,1637,That
794,02:54,861,(is) better
795,02:54,865,for you
796,02:54,141,with
797,02:54,259,"your Creator."""
798,02:54,1558,Then He turned
799,02:54,130,towards you.
800,02:54,51,Indeed He!
801,02:54,534,He
802,02:54,1558,(is) the-returning
803,02:54,1248,the Most Merciful.
804,02:55,78,And when
805,02:55,1205,you said
806,02:55,1009,"""O Musa!"
807,02:55,907,Never
808,02:55,42,(will) we believe
809,02:55,865,in you
810,02:55,624,until
811,02:55,1214,we see
812,02:55,25,Allah
813,02:55,673,"manifestly."""
814,02:55,22,So seized you
815,02:55,1304,the thunderbolt
816,02:55,56,while you
817,02:55,1124,(were) looking.
818,02:56,1613,Then
819,02:56,216,We revived you
820,02:56,974,from
821,02:56,213,after
822,02:56,1010,your death
823,02:56,870,so that you may
824,02:56,1391,(be) grateful.
825,02:57,1754,And We shaded
826,02:57,130,[over] you
827,02:57,464,(with) [the] clouds
828,02:57,1128,and We sent down
829,02:57,130,to you
830,02:57,977,[the]
831,02:57,1486,and [the] quails
832,02:57,20,"""Eat"
833,02:57,974,from
834,02:57,1600,(the) good things
835,02:57,933,that
836,02:57,1301,"We have provided you."""
837,02:57,933,And not
838,02:57,1755,they wronged Us
839,02:57,899,but
840,02:57,785,they were
841,02:57,1046,(to) themselves
842,02:57,1755,doing wrong.
843,02:58,78,And when
844,02:58,1205,We said
845,02:58,342,"""Enter"
846,02:58,500,this
847,02:58,1179,town
848,02:58,20,then eat
849,02:58,974,from
850,02:58,647,wherever
851,02:58,1424,you wish[ed]
852,02:58,1239,abundantly
853,02:58,342,and enter
854,02:58,291,the gate
855,02:58,1464,prostrating.
856,02:58,1205,And say
857,02:58,627,"""Repentance"
858,02:58,454,We will forgive
859,02:58,865,for you
860,02:58,846,your sins.
861,02:58,1795,And We will increase
862,02:58,620,"the good-doers (in reward)."""
863,02:59,221,But changed
864,02:59,29,those who
865,02:59,1755,wronged
866,02:59,1205,(the) word
867,02:59,491,other (than)
868,02:59,29,(that) which
869,02:59,1205,was said
870,02:59,865,to them;
871,02:59,1128,so We sent down
872,02:59,130,upon
873,02:59,29,those who
874,02:59,1755,wronged
875,02:59,1257,a punishment
876,02:59,974,from
877,02:59,1493,the sky
878,02:59,251,because
879,02:59,785,they were
880,02:59,421,defiantly disobeying.
881,0.125,78,And when
882,0.125,1505,asked (for) water
883,0.125,1009,Musa
884,0.125,1206,for his people
885,0.125,1205,[so] We said
886,0.125,317,"""Strike"
887,0.125,165,with your staff
888,0.125,570,"the stone."""
889,0.125,383,Then gushed forth
890,0.125,974,from it
891,0.125,1616,(of)
892,0.125,167,twelve
893,0.125,196,springs.
894,0.125,1140,Indeed
895,0.125,126,knew
896,0.125,753,all
897,0.125,54,(the) people
898,0.125,1404,their drinking
899,0.125,20,"""Eat"
900,0.125,1404,and drink
901,0.125,974,from
902,0.125,1301,(the) provision (of)
903,0.125,25,Allah
904,0.125,866,and (do) not
905,0.125,183,act wickedly
906,0.125,439,in
907,0.125,61,the earth
908,0.125,419,"spreading corruption."""
909,0.125694444,78,And when
910,0.125694444,1205,you said
911,0.125694444,1009,"""O Musa!"
912,0.125694444,907,Never (will)
913,0.125694444,1311,we endure
914,0.125694444,130,[on]
915,0.125694444,1563,food
916,0.125694444,1673,(of) one (kind)
917,0.125694444,327,so pray
918,0.125694444,865,for us
919,0.125694444,1219,(to) your Lord
920,0.125694444,830,to bring forth
921,0.125694444,865,for us
922,0.125694444,973,out of what
923,0.125694444,1027,grows
924,0.125694444,61,the earth
925,0.125694444,974,of
926,0.125694444,256,its herbs
927,0.125694444,1201,[and] its cucumbers
928,0.125694444,434,[and] its garlic
929,0.125694444,113,[and] its lentils
930,0.125694444,271,"and its onions."""
931,0.125694444,1205,He said
932,0.125694444,221,"""Would you exchange"
933,0.125694444,29,that which
934,0.125694444,534,[it]
935,0.125694444,354,(is) inferior
936,0.125694444,29,for that which
937,0.125694444,534,[it]
938,0.125694444,861,(is) better?
939,0.125694444,501,Go down
940,0.125694444,990,(to) a city
941,0.125694444,51,so indeed
942,0.125694444,865,for you
943,0.125694444,933,(is) what
944,0.125694444,1429,"you have asked (for)."""
945,0.125694444,317,And were struck
946,0.125694444,130,on them
947,0.125694444,1638,the humiliation
948,0.125694444,1470,and the misery
949,0.125694444,290,and they drew on themselves
950,0.125694444,448,wrath
951,0.125694444,974,of
952,0.125694444,25,Allah
953,0.125694444,1637,That (was)
954,0.125694444,51,because they
955,0.125694444,785,used to
956,0.125694444,742,disbelieve
957,0.125694444,90,in (the) Signs
958,0.125694444,25,(of) Allah
959,0.125694444,1193,and kill
960,0.125694444,1025,the Prophets
961,0.125694444,491,without (any)
962,0.125694444,595,[the] right.
963,0.125694444,1637,That
964,0.125694444,251,(was) because
965,0.125694444,166,they disobeyed
966,0.125694444,785,and they were
967,0.125694444,114,transgressing.
968,0.126388889,51,Indeed
969,0.126388889,29,those who
970,0.126388889,42,believed
971,0.126388889,29,and those who
972,0.126388889,535,became Jews
973,0.126388889,1089,and the Christians
974,0.126388889,1306,and the Sabians -
975,0.126388889,974,who
976,0.126388889,42,believed
977,0.126388889,25,in Allah
978,0.126388889,1750,and the Day
979,0.126388889,21,[the] Last
980,0.126388889,133,and did
981,0.126388889,1337,righteous deeds
982,0.126388889,865,so for them
983,0.126388889,19,(is) their
984,0.126388889,141,with
985,0.126388889,1219,their Lord
986,0.126388889,866,and no
987,0.126388889,853,fear
988,0.126388889,130,on them
989,0.126388889,866,and not
990,0.126388889,516,they
991,0.126388889,653,will grieve.
992,0.127083333,78,And when
993,0.127083333,22,We took
994,0.127083333,1722,your covenant
995,0.127083333,1232,and We raised
996,0.127083333,435,over you
997,0.127083333,1598,the mount
998,0.127083333,22,"""Hold"
999,0.127083333,933,what
1000,0.127083333,73,We
1001,0.127083333,1209,with strength
1002,0.127083333,1634,and remember
1003,0.127083333,933,what
1004,0.127083333,439,(is) in
1005,0.127083333,870,perhaps you
1006,0.127083333,1697,"(would become) righteous."""
1007,0.127777778,1613,Then
1008,0.127777778,1688,you turned away
1009,0.127777778,974,from
1010,0.127777778,213,after
1011,0.127777778,1637,that.
1012,0.127777778,919,So if not
1013,0.127777778,377,(for the) Grace
1014,0.127777778,25,(of) Allah
1015,0.127777778,130,upon you
1016,0.127777778,1248,and His Mercy
1017,0.127777778,785,surely you would have been
1018,0.127777778,974,of
1019,0.127777778,843,the losers.
1020,0.128472222,1140,And indeed
1021,0.128472222,126,you knew
1022,0.128472222,29,those who
1023,0.128472222,114,transgressed
1024,0.128472222,974,among you
1025,0.128472222,439,in
1026,0.128472222,1441,the (matter of) Sabbath.
1027,0.128472222,1205,So We said
1028,0.128472222,865,to them
1029,0.128472222,785,"""Be"
1030,0.128472222,1172,apes
1031,0.128472222,841,"despised."""
1032,0.129166667,655,So We made it
1033,0.129166667,1069,a deterrent punishment
1034,0.129166667,901,for those
1035,0.129166667,297,(in) front
1036,0.129166667,1732,(of) them
1037,0.129166667,933,and those
